hash,date,bug,review,lines_added,lines_removed,num_revisions,time_uploaded,time_pushed,is_unittested,is_unittest_only,num_msg,time_plus2,num_unresolved_comments,assigned_category,manual_category,researcher1,researcher2,researcher2_category,final_category,disagreement,num_comments
80f4d4cefb5270960d17cd347d71594e97c7a954,2018-05-16,crbug.com/833980,https://chromium-review.googlesource.com/1062662,47,18,9,2018-05-16 20:38:15,2018-05-23 19:53:21,FALSE,FALSE,51,2018-05-22 23:53:51,6,Bug,BUG,colin,Yitong,RFE,RFE,FALSE,16
cd7edbe3eeff0b4379649eea8308c325882407ff,2017-09-18,crbug.com/766397,https://chromium-review.googlesource.com/672006,67,128,4,2017-09-19 00:14:04,2017-09-21 21:16:28,TRUE,FALSE,29,2017-09-20 02:51:45,1,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,5
f5a06d8e9f709824d768d7a15f1384668e7a4858,2017-10-19,crbug.com/776576,https://chromium-review.googlesource.com/729061,42,34,2,2017-10-19 23:44:46,2017-10-24 22:33:20,TRUE,FALSE,19,2017-10-23 22:44:10,2,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,7
5ec5bd1fe2834ce417d335901d5eb7cc888bf1e3,2018-07-11,crbug.com/862679,https://chromium-review.googlesource.com/1133706,21,21,4,2018-07-11 18:04:55,2018-07-18 05:02:45,FALSE,FALSE,19,2018-07-11 18:49:23,0,Feature,REFAC,colin,Yitong,REFAC,REFAC,FALSE,0
0e0e354125bac76fdc8d4455ac1708ad21b61d64,2018-02-21,crbug.com/813036,https://chromium-review.googlesource.com/929321,74,2,7,2018-02-21 18:01:33,2018-03-27 21:59:02,TRUE,FALSE,34,2018-03-26 20:14:19,1,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,3
acd7be816579a0c13ac6f746a2555b7c73f95a3b,2017-08-25,crbug.com/762815,https://chromium-review.googlesource.com/674164,379,0,7,2017-09-20 00:24:18,2017-10-05 20:25:30,TRUE,FALSE,41,2017-10-04 21:29:05,4,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,35
50dd2f03b827509c6f78cc4379d7f6c893517f6b,2018-07-19,crbug.com/865845,https://chromium-review.googlesource.com/1144642,369,0,2,2018-07-20 02:37:22,2018-07-24 04:11:16,FALSE,TRUE,21,2018-07-23 18:26:25,0,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,2
497044c5c35dd9c14282097fde5953dca27a67d3,2018-07-18,crbug.com/858621,https://chromium-review.googlesource.com/1141217,236,8,14,2018-07-18 00:05:43,2018-08-07 08:59:44,TRUE,FALSE,34,2018-08-06 07:03:43,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,28
d3f4bea600867b4ee85074869d723ba070db0ae7,2018-04-30,crbug.com/807976,https://chromium-review.googlesource.com/1065113,624,692,24,2018-05-17 22:51:05,2018-07-25 07:21:01,TRUE,FALSE,69,2018-07-24 00:26:54,20,Bug,IMPR,colin,Yitong,IMPR,IMPR,FALSE,73
f7006be5079ed91c93223273f3ddb69d655ba858,2018-03-07,crbug.com/806613,https://chromium-review.googlesource.com/952378,0,2,1,2018-01-29 00:08:23,2018-03-07 18:22:20,FALSE,FALSE,8,2018-01-29 00:28:53,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
94ffe135dd1956d5abf3bdf41503d3d32c15be3b,2018-06-28,crbug.com/852860,https://chromium-review.googlesource.com/1119397,808,1,23,2018-06-28 23:23:06,2018-07-25 07:21:01,TRUE,FALSE,80,2018-07-24 19:56:58,3,Bug,RFE,colin,Yitong,RFE,RFE,FALSE,178
717c324c334cc3bac954101f7a127fe8ef56e4e6,2017-10-12,crbug.com/758792,https://chromium-review.googlesource.com/811895,30,8,5,2017-12-06 20:22:22,2017-12-15 17:45:08,TRUE,FALSE,23,2017-12-13 17:34:04,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,8
7a7a08251e2e177d17b899a99e7a3ae2592be7e6,2018-07-27,crbug.com/852860,https://chromium-review.googlesource.com/1153624,17,18,2,2018-07-27 20:43:00,2018-07-31 06:15:21,TRUE,FALSE,15,2018-07-27 21:15:01,0,Bug,RFE,colin,Yitong,RFE,RFE,FALSE,2
5d95615688e7c99644b3679129d91f0c38e2eb95,2018-05-15,crbug.com/814090,https://chromium-review.googlesource.com/1059944,24,24,1,2018-05-15 16:47:26,2018-05-16 19:43:14,TRUE,FALSE,17,2018-05-15 17:01:10,0,NULL,NULL,colin,Yitong,RFE,NULL,FALSE,0
ae85374770d4492d28e62d792824eea55349c981,2017-10-11,crbug.com/773336,https://chromium-review.googlesource.com/713463,13,7,3,2017-10-11 17:31:35,2017-10-16 21:16:32,TRUE,FALSE,31,2017-10-16 15:58:48,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
8f6f243f8c77b7798d67fe24b0dffaa28ab71f82,2018-05-16,crbug.com/840432,https://chromium-review.googlesource.com/1062766,71,2,4,2018-05-16 21:01:04,2018-06-13 20:10:56,FALSE,FALSE,14,2018-06-12 17:08:32,2,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,7
915022393f724fbfaa601bda131c771ee7570f76,2018-04-13,crbug.com/831815,https://chromium-review.googlesource.com/1012761,6,4,3,2018-04-13 19:59:11,2018-04-18 00:34:38,FALSE,FALSE,25,2018-04-16 17:04:47,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,4
da851450dfc625719754af022c38f91a97838c93,2018-02-13,crbug.com/810184,https://chromium-review.googlesource.com/917306,2,2,1,2018-02-13 23:07:55,2018-03-07 01:25:11,FALSE,FALSE,24,2018-02-22 15:30:09,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
6be716878b4027e6c2617bb7c3ce2c877331d1d2,2017-12-01,crbug.com/791079,https://chromium-review.googlesource.com/803656,9,1,3,2017-12-01 18:49:13,2017-12-05 03:41:04,FALSE,FALSE,15,2017-12-01 23:47:44,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
76af266b36c5be01e819e7cd01f9cf19a72ccaa9,2018-05-15,crbug.com/814090,https://chromium-review.googlesource.com/1060288,3,3,1,2018-05-15 19:58:28,2018-05-16 19:43:14,FALSE,FALSE,16,2018-05-15 20:04:45,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,0
9614350fdecd73ded555d6ea06097c70416575af,2018-06-13,crbug.com/852860,https://chromium-review.googlesource.com/1101468,36,0,3,2018-06-14 18:26:16,2018-06-16 05:21:26,TRUE,FALSE,17,2018-06-15 21:32:17,0,Bug,RFE,colin,Yitong,RFE,RFE,FALSE,4
8b936f277f447d53e1c578d22bc7171a939473c7,2018-06-15,crbug.com/853161,https://chromium-review.googlesource.com/1102509,94,70,4,2018-06-15 14:52:22,2018-06-20 21:26:08,TRUE,FALSE,23,2018-06-19 17:10:31,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,10
0ff621cf717cd3c98461d217c857352cb6dae88a,2018-07-13,crbug.com/840432,https://chromium-review.googlesource.com/1123106,209,33,10,2018-07-02 19:16:00,2018-07-17 16:10:05,TRUE,FALSE,32,2018-07-16 18:33:48,4,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,39
b7f45dfcc72b1cfed2432cf30b36d815ff1af0d4,2017-09-08,crbug.com/762328,https://chromium-review.googlesource.com/658609,5,1,1,2017-09-09 03:43:29,2017-09-12 17:32:33,FALSE,FALSE,27,2017-09-09 17:13:27,0,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,0
b05a65a748bd2e2542e7b05f629d3bc69c8d8135,2017-12-18,crbug.com/796338,https://chromium-review.googlesource.com/834875,96,136,3,2017-12-19 22:22:41,2018-10-02 21:13:04,TRUE,FALSE,21,2018-01-04 01:13:35,1,Bug,IMPR,colin,Yitong,REFAC,IMPR,TRUE,6
cb2da0df4382f546efd4269851ce814842a4b7fd,2018-01-28,crbug.com/806613,https://chromium-review.googlesource.com/890384,2,0,1,2018-01-29 00:08:23,2018-03-07 18:22:20,FALSE,FALSE,8,2018-01-29 00:28:53,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
a548902f8e836b280439d69eaea16c85a3032237,2018-01-26,crbug.com/794404,https://chromium-review.googlesource.com/888546,4,186,2,2018-01-26 19:30:04,2018-01-30 00:41:17,TRUE,FALSE,11,2018-01-29 19:50:32,0,Feature,RFE,colin,Yitong,IMPR,IMPR,FALSE,2
b220d669d465377e2bb55a37a7028c72d93dcef3,2018-07-10,crbug.com/794404,https://chromium-review.googlesource.com/1132843,15,14,3,2018-07-11 06:59:01,2018-07-12 01:49:55,FALSE,FALSE,21,2018-07-11 16:26:55,0,Feature,RFE,colin,Yitong,IMPR,IMPR,FALSE,0
02855c25944b8d64e569e9e8051be514acf40438,2017-09-06,crbug.com/717785,https://chromium-review.googlesource.com/658297,203,2,22,2017-09-08 21:11:13,2017-11-08 01:53:37,TRUE,FALSE,56,2017-11-03 23:38:57,4,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,27
6479359a91e0082646a520a846fa606beca3ba21,2018-04-20,crbug.com/831815,https://chromium-review.googlesource.com/1022737,4,1,3,2018-04-20 21:37:51,2018-04-24 20:31:40,FALSE,FALSE,13,2018-04-23 17:52:06,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,4
9fd76b6b1dc4a80f8464427e981220c29abc1d66,2017-12-11,crbug.com/764337,https://chromium-review.googlesource.com/819412,34,30,6,2017-12-11 14:26:04,2017-12-14 18:18:49,FALSE,TRUE,32,2017-12-14 17:59:21,1,Bug,BUG,colin,Yitong,RFE,RFE,FALSE,6
fdc488d61200fd3445033c61b01c3d6ddfa46bb2,2018-07-19,crbug.com/865845,https://chromium-review.googlesource.com/1144643,136,146,4,2018-07-20 02:37:22,2018-07-24 04:11:16,FALSE,TRUE,30,2018-07-20 21:36:56,1,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,4
e58bddb7f6708f1f9248fad7ee7896a4aeb435c0,2018-04-10,crbug.com/831266,https://chromium-review.googlesource.com/1005181,197,3,10,2018-04-10 18:48:12,2018-04-24 09:59:42,TRUE,FALSE,45,2018-04-19 17:20:19,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,16
ab5a0af8e6ebac0211da5b08010e4855ce463108,2017-10-12,crbug.com/769107,https://chromium-review.googlesource.com/716826,31,32,1,2017-10-12 21:59:00,2017-10-28 16:42:47,TRUE,FALSE,18,2017-10-13 00:35:20,0,Bug,IMPR,colin,Yitong,IMPR,IMPR,FALSE,0
e7f1ac4f4c25c2af535efdb684037fa283098b0f,2018-02-13,crbug.com/810184,https://chromium-review.googlesource.com/917306,2,2,1,2018-02-13 23:07:55,2018-03-07 01:25:11,FALSE,FALSE,24,2018-02-22 15:30:09,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
d7da8f4118c10d00d02b6274edd2f88971a6cb22,2017-08-23,crbug.com/767120,https://chromium-review.googlesource.com/636105,742,16,23,2017-08-25 19:02:17,2017-10-07 04:35:23,TRUE,FALSE,111,2017-10-03 05:08:30,8,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,83
efa62d959cf8f225477ab85d8ff42d5150007cf8,2017-11-09,crbug.com/783437,https://chromium-review.googlesource.com/764791,109,48,6,2017-11-10 22:16:09,2017-11-27 18:04:19,TRUE,FALSE,27,2017-11-22 17:58:35,5,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,24
d3a1e35bdfd412311998135dc8536a314c1078e5,2018-07-16,crbug.com/858621,https://chromium-review.googlesource.com/1138741,45,11,4,2018-07-16 18:47:03,2018-07-18 08:40:53,TRUE,FALSE,23,2018-07-17 18:51:39,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,12
0882a5198b58173044e8b4b28eb4d30b1bcfe230,2018-04-05,crbug.com/807976,https://chromium-review.googlesource.com/1011244,223,67,14,2018-04-12 20:57:55,2018-07-26 02:49:33,TRUE,FALSE,50,2018-07-25 20:43:58,5,Bug,IMPR,colin,Yitong,IMPR,IMPR,FALSE,30
3cd4df127c29eb90c0e203373edfbc9534c79169,2017-08-25,crbug.com/767120,https://chromium-review.googlesource.com/658298,492,44,32,2017-09-08 21:11:13,2017-11-07 01:27:47,TRUE,FALSE,70,2017-11-03 23:13:39,14,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,79
a03026822db430d22d56982696deda1fd3168e6c,2018-05-16,crbug.com/843622,https://chromium-review.googlesource.com/1062033,270,4,10,2018-05-16 16:58:40,2018-06-02 01:17:02,TRUE,FALSE,46,2018-05-29 20:53:52,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,34
7bc9c02869b90a5876bd74a97693a866f1c5ea5e,2017-11-07,crbug.com/782448,https://chromium-review.googlesource.com/756940,2,2,4,2017-11-07 22:43:49,2017-11-28 06:53:09,FALSE,FALSE,31,2017-11-27 21:10:54,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,0
90c57d7d59e350065da2dc973d359c28f613e95c,2018-02-07,crbug.com/810184,https://chromium-review.googlesource.com/907223,27,12,2,2018-02-08 00:43:15,2018-02-09 07:50:05,TRUE,FALSE,15,2018-02-08 21:33:16,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,2
71818c8409812c5a08124627c19aa8ea0625a72e,2018-03-06,crbug.com/815356,https://chromium-review.googlesource.com/965266,23,32,3,2018-03-15 22:52:28,2018-03-19 21:21:51,TRUE,FALSE,11,2018-03-19 17:52:49,0,Task,OTHER,colin,Yitong,OTHER,OTHER,FALSE,0
a6f74d62033fb0291aa1d135fef640e26ffffab5,2017-10-13,crbug.com/774689,https://chromium-review.googlesource.com/719772,11,0,1,2017-10-13 23:38:58,2017-10-14 19:37:59,FALSE,FALSE,16,2017-10-14 00:12:22,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
e79eab633e42036e5aab62a69f31347127f136d1,2018-03-06,crbug.com/815356,https://chromium-review.googlesource.com/965265,2,0,3,2018-03-15 22:52:28,2018-03-17 01:34:43,FALSE,FALSE,11,2018-03-16 21:43:23,0,Task,OTHER,colin,Yitong,OTHER,OTHER,FALSE,0
2a14d41ca514eca784b7b065791eaf97685caad8,2018-05-31,crbug.com/808495,https://chromium-review.googlesource.com/1085547,1,1,1,2018-06-04 17:21:41,2018-06-13 04:51:53,FALSE,FALSE,18,2018-06-11 21:19:30,0,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,4
99ced78e2e5d6ad70c6cd274300f42b9a56a65b1,2018-05-08,crbug.com/840432,https://chromium-review.googlesource.com/1049667,32,0,3,2018-05-08 11:10:03,2018-05-09 21:43:34,FALSE,FALSE,10,2018-05-08 21:44:15,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,0
ffbfdfb05d3ce4e9fe03aa103b63532870981771,2018-05-30,crbug.com/843622,https://chromium-review.googlesource.com/1078968,112,7,4,2018-05-30 12:52:58,2018-06-02 01:17:51,TRUE,FALSE,21,2018-05-31 13:11:20,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,2
d9cb290966a77730010aa01f0db675c157cd5c8f,2017-09-20,crbug.com/762815,https://chromium-review.googlesource.com/683357,84,17,12,2017-09-26 00:16:58,2018-01-03 22:26:56,FALSE,FALSE,33,2017-12-17 04:53:11,0,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,8
b432db81adf13012d4f1292162691b87726679bd,2018-06-29,crbug.com/794404,https://chromium-review.googlesource.com/1121100,66,16,17,2018-06-29 20:37:27,2018-07-18 05:02:45,FALSE,FALSE,44,2018-07-17 00:30:48,1,Feature,RFE,colin,Yitong,IMPR,IMPR,FALSE,21
31aefb9f77cb237594e7af599b32ec93df9f20fd,2018-08-29,crbug.com/878736,https://chromium-review.googlesource.com/1194229,39,1,1,2018-08-29 14:23:54,2018-08-31 07:30:23,TRUE,FALSE,19,2018-08-29 23:13:23,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,4
20262ad1d3f8d620b7227fd8d9e13938243ce32f,2018-08-06,crbug.com/852860,https://chromium-review.googlesource.com/1164527,7,4,5,2018-08-06 23:49:14,2018-08-11 05:54:00,FALSE,FALSE,26,2018-08-10 19:21:38,1,Bug,RFE,colin,Yitong,RFE,RFE,FALSE,5
b4778293c31e2e16f60c245e2a2cf3f63151d52d,2018-05-21,crbug.com/845614,https://chromium-review.googlesource.com/1069527,18,11,3,2018-05-22 20:01:37,2018-06-05 00:28:36,FALSE,FALSE,12,2018-06-01 14:22:23,0,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,0
89afe86b007d21d11f3d4b6e139d300b411d2e17,2018-03-20,crbug.com/821283,https://chromium-review.googlesource.com/970002,0,3,2,2018-03-20 02:19:18,2018-03-23 15:46:33,FALSE,FALSE,19,2018-03-22 23:45:13,0,Bug,IMPR,colin,Yitong,IMPR,IMPR,FALSE,2
afd8cea0060751f969f7d4d20b4c4100ff37626d,2017-12-04,crbug.com/786225,https://chromium-review.googlesource.com/791515,32,2,9,2017-11-27 19:45:08,2017-12-19 04:38:19,FALSE,FALSE,43,2017-12-17 04:52:51,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,19
f1d6ceaedbcf81044d6af6b716c63ed79996f0a4,2017-12-07,crbug.com/758792,https://chromium-review.googlesource.com/823227,72,12,3,2017-12-12 22:35:41,2017-12-15 17:45:49,TRUE,FALSE,29,2017-12-14 18:54:10,0,Bug,RFE,colin,Yitong,RFE,RFE,FALSE,8
68512d42cc9e750f3d6690c27cbd13740a8af142,2018-07-31,crbug.com/868520,https://chromium-review.googlesource.com/1157923,8,8,1,2018-08-01 07:10:14,2018-08-02 21:00:55,FALSE,TRUE,14,2018-08-01 19:47:04,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
0de7f7847ff2a101a905b75d2ed0867d5ac8fba7,2017-12-07,crbug.com/758792,https://chromium-review.googlesource.com/872124,80,12,2,2018-01-18 00:28:00,2018-01-23 09:51:44,TRUE,FALSE,26,2018-01-18 22:42:52,1,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,5
b9e91efc7f9b5bb7cb839e9c50c5969eb0f824e8,2017-12-19,crbug.com/796338,https://chromium-review.googlesource.com/834873,28,0,2,2017-12-19 22:22:41,2018-01-03 02:37:57,FALSE,TRUE,14,2018-01-02 19:40:19,1,Bug,IMPR,colin,Yitong,REFAC,IMPR,TRUE,4
c288206aac04194cbeca0338c032283a0869e810,2018-05-14,crbug.com/831266,https://chromium-review.googlesource.com/1057617,41,7,2,2018-05-14 15:31:45,2018-05-15 04:32:50,TRUE,FALSE,10,2018-05-14 17:07:11,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,0
cf5f1f1420b472477317b0ea0fa7f6456d2605cf,2017-10-02,crbug.com/771386,https://chromium-review.googlesource.com/698964,34,404,4,2017-10-03 20:17:17,2017-10-10 03:10:39,TRUE,FALSE,41,2017-10-04 18:16:43,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,7
0eae427a1dac5d2896a388e5a94aad5b52079371,2018-06-01,crbug.com/848486,https://chromium-review.googlesource.com/1082979,5,8,1,2018-06-01 18:47:38,2018-06-11 16:56:40,FALSE,FALSE,10,2018-06-04 16:05:48,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
840703a4cc77228e2606f45665ae3a4bd75ff7dd,2018-01-04,crbug.com/799185,https://chromium-review.googlesource.com/851733,22,6,3,2018-01-05 04:47:38,2018-01-06 05:15:02,TRUE,FALSE,25,2018-01-05 22:42:06,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,9
2abda314107852176a85008cb94953abbb7f909d,2018-04-24,crbug.com/221851,https://chromium-review.googlesource.com/1026112,397,605,4,2018-04-24 16:24:38,2018-04-26 06:07:52,TRUE,FALSE,27,2018-04-25 17:20:29,0,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,16
6d2c71e261e331def8d41caea5a254f6312ece76,2018-02-02,crbug.com/808686,https://chromium-review.googlesource.com/899512,1,1,2,2018-02-03 00:01:44,2018-02-03 12:44:47,FALSE,TRUE,15,2018-02-03 00:17:29,2,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,2
0c51cbf2c23b791f2d367e66bb245d95b168b51b,2017-08-23,crbug.com/753892,https://chromium-review.googlesource.com/630478,3,0,2,2017-08-23 22:33:54,2017-08-24 04:20:54,FALSE,FALSE,10,2017-08-23 23:15:52,0,Bug,RFE,colin,Yitong,BUG,BUG,FALSE,0
924183b4ec3a66a36e681b2737472cf7bc6b6d68,2017-09-27,crbug.com/767120,https://chromium-review.googlesource.com/636106,304,2,25,2017-08-25 19:02:17,2017-10-16 21:16:32,TRUE,FALSE,66,2017-10-12 21:45:37,4,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,48
199152d68931cbbffa8b4e3cb34b2ef70c19e8b6,2018-05-07,crbug.com/840432,https://chromium-review.googlesource.com/1047610,226,18,9,2018-05-07 17:15:51,2018-05-14 22:35:08,TRUE,FALSE,43,2018-05-14 16:51:20,1,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,18
52b6039e9c79c20786793e2d1215e20b258f2284,2017-12-19,crbug.com/796338,https://chromium-review.googlesource.com/834876,161,159,6,2017-12-19 22:22:41,2018-01-24 01:47:26,FALSE,FALSE,18,2018-01-23 01:38:39,2,Bug,IMPR,colin,Yitong,REFAC,IMPR,TRUE,7
43900aea4dc349faa12d60ba74d363640023719f,2017-10-12,crbug.com/758792,https://chromium-review.googlesource.com/872125,30,8,2,2018-01-18 00:28:00,2018-01-26 03:29:45,TRUE,FALSE,10,2018-01-25 18:22:15,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,0
5c8c627ba7e5f9e291cd9f060e04c9b4bb4e759c,2018-06-20,crbug.com/794404,https://chromium-review.googlesource.com/1108960,7,4,16,2018-06-20 21:40:34,2018-07-18 05:02:45,FALSE,FALSE,39,2018-07-03 22:25:48,0,Feature,RFE,colin,Yitong,IMPR,IMPR,FALSE,0
0dbf1f9b946a11a76116322d5603d0f11a206dc5,2018-07-19,crbug.com/852860,https://chromium-review.googlesource.com/1144435,224,74,15,2018-07-19 22:50:58,2018-07-26 02:49:33,TRUE,FALSE,43,2018-07-25 17:09:13,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,43
db56be971d5c1adb405858e24ca772b5f3290099,2017-09-06,crbug.com/761138,https://chromium-review.googlesource.com/653478,65,69,12,2017-09-06 19:56:52,2017-12-06 23:34:35,TRUE,FALSE,61,2017-09-21 23:36:08,3,Bug,REFAC,colin,Yitong,RFE,REFAC,TRUE,12
0cd9d7785f1cd56116b0f536e126481e9a5e5374,2018-07-31,crbug.com/868520,https://chromium-review.googlesource.com/1158124,60,41,3,2018-08-01 07:10:14,2018-08-02 21:00:55,TRUE,FALSE,17,2018-08-01 21:03:11,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,2
421ff33ee91186014c37abc7b6d8fa075074d894,2017-04-17,crbug.com/815356,https://chromium-review.googlesource.com/965267,486,127,7,2018-03-15 22:52:28,2018-03-19 21:21:51,TRUE,FALSE,28,2018-03-19 17:55:25,1,Task,OTHER,colin,Yitong,OTHER,OTHER,FALSE,7
a3fc20af5ea6b75c568122065f487b23aaabf1d2,2017-09-19,crbug.com/762815,https://chromium-review.googlesource.com/674165,15,4,10,2017-09-20 00:24:18,2017-10-10 05:25:25,FALSE,FALSE,25,2017-10-10 00:31:45,1,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,8
672c1f54a499a825cc0bb9bc4f240bf1887550d9,2017-10-23,crbug.com/777011,https://chromium-review.googlesource.com/735213,59,59,1,2017-10-24 06:31:06,2017-10-24 22:33:20,FALSE,TRUE,10,2017-10-24 16:25:14,0,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,0
04df23ae35c562a5c29ca45bea3ec5c029fefe8e,2018-03-29,crbug.com/703229,https://chromium-review.googlesource.com/987325,38,40,1,2018-03-30 01:16:08,2018-03-30 18:39:29,TRUE,FALSE,13,2018-03-30 01:24:40,0,Task,REFAC,colin,Yitong,REFAC,REFAC,FALSE,0
1f899d57c3d10f10f2d1324c116d3edd73ed6d7d,2018-02-27,crbug.com/814090,https://chromium-review.googlesource.com/940567,284,1,16,2018-02-28 00:14:58,2018-04-26 20:10:14,TRUE,FALSE,49,2018-04-26 13:04:22,4,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,24
ee6d9a1067175ab94de080feaf4db937eda43442,2017-08-31,crbug.com/761138,https://chromium-review.googlesource.com/651336,353,0,12,2017-09-05 22:54:56,2017-09-25 22:56:09,TRUE,FALSE,64,2017-09-25 20:14:59,2,Bug,REFAC,colin,Yitong,RFE,REFAC,TRUE,54
000dfa21a3b140edc86c3b70aa0e683e74d1eadd,2018-02-21,crbug.com/813036,https://chromium-review.googlesource.com/928723,118,0,12,2018-02-21 13:39:17,2018-03-27 03:20:31,TRUE,FALSE,40,2018-03-26 21:00:48,1,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,28
a8859544800a383dcad8bd9d2196523a68d5497e,2018-03-07,crbug.com/818834,https://chromium-review.googlesource.com/954327,24,0,7,2018-03-08 00:31:38,2018-03-24 00:32:07,FALSE,FALSE,50,2018-03-23 18:16:33,2,Bug,BUG,colin,Yitong,REFAC,BUG,TRUE,18
e0b952199bb0609721151b81618ec6ee936d88cd,2018-03-29,crbug.com/813036,https://chromium-review.googlesource.com/985983,42,0,13,2018-03-29 13:14:30,2018-04-24 09:50:08,TRUE,FALSE,66,2018-04-16 22:36:15,0,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,37